"Gene ID","source_id","Computed GO Component IDs","Computed GO Components","Computed GO Functions","Computed GO Function IDs","Computed GO Process IDs","Computed GO Processes"
"TGME49_233120","TGME49_233120.R1494","GO:0005634","nucleus","DNA binding;DNA-binding transcription factor activity","GO:0003677;GO:0003700","GO:0006355","regulation of transcription, DNA-templated"
"TGME49_233130","TGME49_233130-t26_1","GO:0016021;GO:0016020","integral component of membrane;membrane","nucleoside transmembrane transporter activity","GO:0005337","GO:1901642;GO:0006810","nucleoside transmembrane transport;transport"
"TGME49_233160","TGME49_233160.R1495","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_233170","TGME49_233170.R1496","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_233220","TGME49_233220.R1501","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_233340","TGME49_233340.R1505","GO:0005634","nucleus","N/A","N/A","N/A","N/A"
"TGME49_233450","TGME49_233450-t26_1","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_233460","TGME49_233460.R1508","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_233480","TGME49_233480-t26_1","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_233905","TGME49_233905.R1523","N/A","N/A","ATP binding;myosin light chain kinase activity;protein kinase activity","GO:0005524;GO:0004687;GO:0004672","GO:0006468","protein phosphorylation"
"TGME49_234250","TGME49_234250.R1529","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_234270","TGME49_234270.R1530","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_234380","TGME49_234380.R1533","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_234450","TGME49_234450.R1535","GO:0005622;GO:0005840","intracellular anatomical structure;ribosome","structural constituent of ribosome","GO:0003735","GO:0006412","translation"
"TGME49_234450","TGME49_234450.R1536","GO:0005840","ribosome","structural constituent of ribosome","GO:0003735","GO:0006412","translation"
"TGME49_234550","TGME49_234550-t26_1","GO:0005622;GO:1990904;GO:0005840","intracellular anatomical structure;ribonucleoprotein complex;ribosome","structural constituent of ribosome","GO:0003735","GO:0006412","translation"
"TGME49_234950","TGME49_234950.R1545","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"TGME49_235130","TGME49_235130-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_235140","TGME49_235140.R1549","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_235340","TGME49_235340.R1553","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_235380","TGME49_235380.R1556","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_235398","TGME49_235398-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_235540","TGME49_235540-t26_1","N/A","N/A","translation initiation factor activity","GO:0003743","GO:0006413","translational initiation"
"TGME49_235680","TGME49_235680-t26_1","GO:0016020","membrane","metal ion binding;metalloendopeptidase activity;zinc ion binding","GO:0046872;GO:0004222;GO:0008270","GO:0006508","proteolysis"
"TGME49_235690","TGME49_235690.R1571","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_235700","TGME49_235700-t26_1","N/A","N/A","phosphatase activity;phosphoric ester hydrolase activity;sedoheptulose-bisphosphatase activity","GO:0016791;GO:0042578;GO:0050278","GO:0005975","carbohydrate metabolic process"
"TGME49_235860","TGME49_235860.R1576","N/A","N/A","calcium ion binding;serine-type endopeptidase activity;serine-type peptidase activity","GO:0005509;GO:0004252;GO:0008236","GO:0006508","proteolysis"
"TGME49_235880","TGME49_235880.R1577","GO:0005743","mitochondrial inner membrane","N/A","N/A","GO:0006850","mitochondrial pyruvate transmembrane transport"
"TGME49_235950","TGME49_235950.R1580","N/A","N/A","serine-type endopeptidase activity;serine-type peptidase activity","GO:0004252;GO:0008236","GO:0006508","proteolysis"
"TGME49_235970","TGME49_235970-t26_1","N/A","N/A","GTP binding;GTPase activity;nucleotidyltransferase activity;sulfate adenylyltransferase (ATP) activity;tRNA binding;translation initiation factor activity","GO:0005525;GO:0003924;GO:0016779;GO:0004781;GO:0000049;GO:0003743","N/A","N/A"
"TGME49_236040","TGME49_236040.R1585","N/A","N/A","fructose-bisphosphate aldolase activity","GO:0004332","GO:0006096","glycolytic process"
"TGME49_236110","TGME49_236110-t26_1","GO:0005737","cytoplasm","Atg8 ligase activity;ubiquitin-like protein transferase activity","GO:0019776;GO:0019787","GO:0006914","autophagy"
"TGME49_236210","TGME49_236210-t26_1","N/A","N/A","metal ion binding;metalloendopeptidase activity;zinc ion binding","GO:0046872;GO:0004222;GO:0008270","GO:0006508","proteolysis"
"TGME49_236250","TGME49_236250-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_236260","TGME49_236260-t26_1","N/A","N/A","catalytic activity;myosin phosphatase activity;phosphoprotein phosphatase activity;protein serine/threonine phosphatase activity","GO:0003824;GO:0017018;GO:0004721;GO:0004722","GO:0006470","protein dephosphorylation"
"TGME49_236280","TGME49_236280-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_236520","TGME49_236520.R1593","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_236580","TGME49_236580.R1597","GO:0005730;GO:1990904","nucleolus;ribonucleoprotein complex","RNA binding","GO:0003723","GO:0042254","ribosome biogenesis"
"TGME49_236670","TGME49_236670-t26_1","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_236820","TGME49_236820-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_236870","TGME49_236870.R1604","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_236890","TGME49_236890.R1605","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_236960","TGME49_236960.R1610","GO:0016021","integral component of membrane","transmembrane transporter activity","GO:0022857","GO:0055085","transmembrane transport"
"TGME49_237010","TGME49_237010.R1613","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_237090","TGME49_237090.R1616","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_237150","TGME49_237150-t26_1","GO:0016021;GO:0016020","integral component of membrane;membrane","aspartic endopeptidase activity, intramembrane cleaving;aspartic-type endopeptidase activity","GO:0042500;GO:0004190","N/A","N/A"
"TGME49_237170","TGME49_237170.R1618","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_237210","TGME49_237210.R1622","N/A","N/A","ATP binding;protein kinase activity;protein serine/threonine kinase activity;transmembrane receptor protein tyrosine kinase activity","GO:0005524;GO:0004672;GO:0004674;GO:0004714","GO:0006468","protein phosphorylation"
"TGME49_237230","TGME49_237230.R1623","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_237410","TGME49_237410.R1627","N/A","N/A","catalytic activity;phosphoprotein phosphatase activity;protein serine/threonine phosphatase activity","GO:0003824;GO:0004721;GO:0004722","GO:0006470","protein dephosphorylation"
"TGME49_237460","TGME49_237460-t26_1","GO:0005789","endoplasmic reticulum membrane","N/A","N/A","GO:0006950","response to stress"
"TGME49_237500","TGME49_237500.R1631","GO:0016020","membrane","catalytic activity;cation binding;metal ion binding;myosin phosphatase activity;phosphoprotein phosphatase activity;protein serine/threonine phosphatase activity","GO:0003824;GO:0043169;GO:0046872;GO:0017018;GO:0004721;GO:0004722","GO:0006470","protein dephosphorylation"
"TGME49_237560","TGME49_237560.R1633","N/A","N/A","iron ion binding;iron-sulfur cluster binding","GO:0005506;GO:0051536","GO:0016226","iron-sulfur cluster assembly"
"TGME49_237700","TGME49_237700-t26_1","GO:0005743","mitochondrial inner membrane","ATP:ADP antiporter activity","GO:0005471","GO:0140021;GO:1990544","mitochondrial ADP transmembrane transport;mitochondrial ATP transmembrane transport"
"TGME49_237800","TGME49_237800.R1634","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_237860","TGME49_237860.R1636","N/A","N/A","ATP binding;calcium ion binding;myosin light chain kinase activity;protein kinase activity","GO:0005524;GO:0005509;GO:0004687;GO:0004672","GO:0006468","protein phosphorylation"
"TGME49_237880","TGME49_237880.R1637","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_237890","TGME49_237890-t26_1","N/A","N/A","ATP binding;calcium ion binding;myosin light chain kinase activity;protein kinase activity","GO:0005524;GO:0005509;GO:0004687;GO:0004672","GO:0006468","protein phosphorylation"
"TGME49_237894","TGME49_237894-t26_1","N/A","N/A","peptidase activity","GO:0008233","GO:0006508","proteolysis"
"TGME49_237900","TGME49_237900-t26_1","N/A","N/A","peptidase activity","GO:0008233","GO:0006508","proteolysis"
"TGME49_238000","TGME49_238000-t26_1","N/A","N/A","peptidyl-prolyl cis-trans isomerase activity","GO:0003755","GO:0006457;GO:0000413","protein folding;protein peptidyl-prolyl isomerization"
"TGME49_238010","TGME49_238010.R1638","GO:1990904;GO:0005840","ribonucleoprotein complex;ribosome","rRNA binding;structural constituent of ribosome","GO:0019843;GO:0003735","GO:0006412","translation"
"TGME49_238020","TGME49_238020.R1639","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_238110","TGME49_238110-t26_1","GO:0031981;GO:0005634","nuclear lumen;nucleus","DNA binding","GO:0003677","GO:0006310;GO:0006281;GO:0006260","DNA recombination;DNA repair;DNA replication"
"TGME49_238170","TGME49_238170.R1644","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_238250","TGME49_238250.R1646","GO:0005622;GO:1990904;GO:0005840","intracellular anatomical structure;ribonucleoprotein complex;ribosome","structural constituent of ribosome","GO:0003735","GO:0006412","translation"
"TGME49_238895","TGME49_238895-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_239010","TGME49_239010.R1662","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_239087","TGME49_239087-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_239100","TGME49_239100-t26_1","GO:0005622;GO:1990904;GO:0005840","intracellular anatomical structure;ribonucleoprotein complex;ribosome","structural constituent of ribosome","GO:0003735","GO:0006412","translation"
"TGME49_239130","TGME49_239130.R1665","N/A","N/A","ATP binding;MAP kinase kinase kinase activity;protein binding;protein kinase activity","GO:0005524;GO:0004709;GO:0005515;GO:0004672","GO:0006468","protein phosphorylation"
"TGME49_239250","TGME49_239250.R1666","GO:0016020","membrane","ATP binding;diacylglycerol kinase activity;kinase activity","GO:0005524;GO:0004143;GO:0016301","GO:0035556;GO:0046834;GO:0007205;GO:0007165","intracellular signal transduction;lipid phosphorylation;protein kinase C-activating G protein-coupled receptor signaling pathway;signal transduction"
"TGME49_239300","TGME49_239300.R1669","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_239320","TGME49_239320.R1670","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_239330","TGME49_239330-t26_1","GO:0005622;GO:1990904;GO:0005840","intracellular anatomical structure;ribonucleoprotein complex;ribosome","metal ion binding;rRNA binding;structural constituent of ribosome","GO:0046872;GO:0019843;GO:0003735","GO:0006412","translation"
"TGME49_239400","TGME49_239400.R1673","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_239440","TGME49_239440-t26_1","N/A","N/A","ATP binding;cyclin-dependent protein serine/threonine kinase activity;protein kinase activity","GO:0005524;GO:0004693;GO:0004672","GO:0006468","protein phosphorylation"
"TGME49_239500","TGME49_239500-t26_1","GO:0005737;GO:0005634;GO:0005839;GO:0019773","cytoplasm;nucleus;proteasome core complex;proteasome core complex, alpha-subunit complex","endopeptidase activity;hydrolase activity;threonine-type endopeptidase activity","GO:0004175;GO:0016787;GO:0004298","GO:0051603;GO:0006511","proteolysis involved in cellular protein catabolic process;ubiquitin-dependent protein catabolic process"
"TGME49_239560","TGME49_239560-t26_1","GO:0016459","myosin complex","ATP binding;actin binding;cytoskeletal motor activity","GO:0005524;GO:0003779;GO:0003774","N/A","N/A"
"TGME49_239600","TGME49_239600.R1680","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"TGME49_239610","TGME49_239610-t26_1","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_239680","TGME49_239680-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_239720","TGME49_239720.R1682","GO:1990904;GO:0005840","ribonucleoprotein complex;ribosome","RNA binding;structural constituent of ribosome","GO:0003723;GO:0003735","GO:0006412","translation"
"TGME49_239740","TGME49_239740-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_239760","TGME49_239760.R1684","GO:0005622;GO:1990904;GO:0005840","intracellular anatomical structure;ribonucleoprotein complex;ribosome","structural constituent of ribosome","GO:0003735","GO:0006412","translation"
"TGME49_239770","TGME49_239770.R1685","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_239800","TGME49_239800.R1687","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_240060","TGME49_240060.R1692","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_240090","TGME49_240090.R1695","GO:0016020","membrane","ATP binding;G protein-coupled receptor kinase activity;protein kinase activity","GO:0005524;GO:0004703;GO:0004672","GO:0006468","protein phosphorylation"
"TGME49_240240","TGME49_240240-t26_1","N/A","N/A","serine-type endopeptidase activity;serine-type peptidase activity","GO:0004252;GO:0008236","GO:0006508","proteolysis"
"TGME49_240270","TGME49_240270.R1699","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_240280","TGME49_240280-t26_1","GO:0016020","membrane","endonuclease activity;hydrolase activity, acting on ester bonds;metal ion binding;nucleic acid binding","GO:0004519;GO:0016788;GO:0046872;GO:0003676","GO:0006308","DNA catabolic process"
"TGME49_240380","TGME49_240380.R1700","N/A","N/A","protein binding","GO:0005515","N/A","N/A"
"TGME49_240390","TGME49_240390.R1701","N/A","N/A","ATP binding;calcium ion binding;myosin light chain kinase activity;protein kinase activity","GO:0005524;GO:0005509;GO:0004687;GO:0004672","GO:0006468","protein phosphorylation"
"TGME49_240460","TGME49_240460.R1703","N/A","N/A","DNA-binding transcription factor activity","GO:0003700","GO:0006355","regulation of transcription, DNA-templated"
"TGME49_240510","TGME49_240510.R1706","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_240570","TGME49_240570.R1708","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_240600","TGME49_240600-t26_1","GO:0016020","membrane","ATP binding;ATP-dependent protein folding chaperone","GO:0005524;GO:0140662","GO:0044267;GO:0042026","cellular protein metabolic process;protein refolding"
"TGME49_240610","TGME49_240610-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_240630","TGME49_240630.R1710","GO:0016020","membrane","ATP binding;calmodulin-dependent protein kinase activity;phosphotransferase activity, alcohol group as acceptor;protein kinase activity","GO:0005524;GO:0004683;GO:0016773;GO:0004672","GO:0009103;GO:0006468","lipopolysaccharide biosynthetic process;protein phosphorylation"
"TGME49_240640","TGME49_240640-t26_1","N/A","N/A","ATP binding;protein kinase activity;protein serine/threonine kinase activity","GO:0005524;GO:0004672;GO:0004674","GO:0006468","protein phosphorylation"
"TGME49_240870","TGME49_240870-t26_1","GO:0030131;GO:0030117","clathrin adaptor complex;membrane coat","clathrin binding;protein binding","GO:0030276;GO:0005515","GO:0006886;GO:0015031;GO:0016192","intracellular protein transport;protein transport;vesicle-mediated transport"
"TGME49_240900","TGME49_240900-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_240910","TGME49_240910.R1720","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_241000","TGME49_241000.R1722","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_241240","TGME49_241240.R1725","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_241300","TGME49_241300-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_241305","TGME49_241305.R1726","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_241310","TGME49_241310-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_241610","TGME49_241610-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_241710","TGME49_241710-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_241850","TGME49_241850.R1728","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_241860","TGME49_241860-t26_1","GO:0000506","glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex","glycosyltransferase activity;phosphatidylinositol N-acetylglucosaminyltransferase activity","GO:0016757;GO:0017176","GO:0006506;GO:0009058","GPI anchor biosynthetic process;biosynthetic process"
"TGME49_241870","TGME49_241870-t26_1","GO:0005737","cytoplasm","ATP binding;aminoacyl-tRNA ligase activity;glutamate-tRNA ligase activity;nucleotide binding","GO:0005524;GO:0004812;GO:0004818;GO:0000166","GO:0043039;GO:0006418","tRNA aminoacylation;tRNA aminoacylation for protein translation"
"TGME49_242010","TGME49_242010-t26_1","N/A","N/A","flavin adenine dinucleotide binding","GO:0050660","GO:0008033","tRNA processing"
"TGME49_242070","TGME49_242070.R1730","GO:0005952","cAMP-dependent protein kinase complex","cAMP binding;cAMP-dependent protein kinase regulator activity;cGMP-dependent protein kinase activity;metal ion binding","GO:0030552;GO:0008603;GO:0004692;GO:0046872","GO:0016310;GO:0001932","phosphorylation;regulation of protein phosphorylation"
"TGME49_242080","TGME49_242080.R1731","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_242100","TGME49_242100-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"TGME49_242110","TGME49_242110-t26_1","N/A","N/A","ATP binding;myosin light chain kinase activity;protein kinase activity","GO:0005524;GO:0004687;GO:0004672","GO:0006468","protein phosphorylation"
"TGME49_242118","TGME49_242118-t26_1","GO:0016020","membrane","ATP binding;myosin light chain kinase activity;protein kinase activity","GO:0005524;GO:0004687;GO:0004672","GO:0006468","protein phosphorylation"
"TGME49_242230","TGME49_242230-t26_1","GO:0016020","membrane","ATP binding;myosin light chain kinase activity;protein kinase activity","GO:0005524;GO:0004687;GO:0004672","GO:0006468","protein phosphorylation"
"TGME49_242240","TGME49_242240-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"TGME49_242250","TGME49_242250-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"TGME49_242290","TGME49_242290-t26_1","GO:0005737;GO:0005634;GO:0005839;GO:0019773","cytoplasm;nucleus;proteasome core complex;proteasome core complex, alpha-subunit complex","endopeptidase activity;hydrolase activity;threonine-type endopeptidase activity","GO:0004175;GO:0016787;GO:0004298","GO:0051603;GO:0006511","proteolysis involved in cellular protein catabolic process;ubiquitin-dependent protein catabolic process"
"TGME49_242320","TGME49_242320.R1734","GO:0005737;GO:0005622","cytoplasm;intracellular anatomical structure","zinc ion binding","GO:0008270","N/A","N/A"
"TGME49_242330","TGME49_242330.R1735","GO:0015935","small ribosomal subunit","RNA binding;structural constituent of ribosome","GO:0003723;GO:0003735","GO:0006412","translation"
"TGME49_242340","TGME49_242340.R1736","GO:0005840","ribosome","structural constituent of ribosome;zinc ion binding","GO:0003735;GO:0008270","GO:0006412","translation"
"TGME49_242400","TGME49_242400.R1738","N/A","N/A","ATP binding;calcium ion binding;calmodulin-dependent protein kinase activity;protein kinase activity","GO:0005524;GO:0005509;GO:0004683;GO:0004672","GO:0006468","protein phosphorylation"
"TGME49_242415","TGME49_242415-t26_1","N/A","N/A","N(1),N(12)-diacetylspermine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity;N1-acetylspermidine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity;N1-acetylspermine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity;electron transfer activity;methyltransferase activi","GO:0052899;GO:0052904;GO:0052903;GO:0009055;GO:0008168;GO:0097621;GO:0016491;GO:0046592;GO:0052902;GO:0052901","GO:0032259;GO:0055114","methylation;obsolete oxidation-reduction process"
"TGME49_242570","TGME49_242570-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_242720","TGME49_242720.R1743","GO:0016020","membrane","aspartic-type endopeptidase activity","GO:0004190","GO:0006508","proteolysis"
"TGME49_242790","TGME49_242790.R1747","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_242820","TGME49_242820.R1749","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_242840","TGME49_242840.R1750","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_243200","TGME49_243200.R1755","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_243250","TGME49_243250-t26_1","GO:0016459","myosin complex","ATP binding;actin binding;cytoskeletal motor activity;protein binding","GO:0005524;GO:0003779;GO:0003774;GO:0005515","N/A","N/A"
"TGME49_243265","TGME49_243265-t26_1","GO:0110165","cellular anatomical entity","N/A","N/A","GO:0006281;GO:0000724","DNA repair;double-strand break repair via homologous recombination"
"TGME49_243280","TGME49_243280-t26_1","GO:0005759;GO:0005634","mitochondrial matrix;nucleus","RNA binding;S-adenosylmethionine-dependent methyltransferase activity;tRNA (guanine(37)-N(1))-methyltransferase activity;tRNA (guanine-N1-)-methyltransferase activity;tRNA (guanine-N2-)-methyltransferase activity;transferase activity","GO:0003723;GO:0008757;GO:0052906;GO:0009019;GO:0004809;GO:0016740","GO:0030488;GO:0008033","tRNA methylation;tRNA processing"
"TGME49_243298","TGME49_243298.R1756","N/A","N/A","cysteine-type endopeptidase activity","GO:0004197","GO:0006508","proteolysis"
"TGME49_243400","TGME49_243400.R1759","N/A","N/A","phosphatidylinositol binding;protein binding","GO:0035091;GO:0005515","N/A","N/A"
"TGME49_243440","TGME49_243440-t26_1","N/A","N/A","N-acetyltransferase activity;acyltransferase activity, transferring groups other than amino-acyl groups;histone acetyltransferase activity;protein binding","GO:0008080;GO:0016747;GO:0004402;GO:0005515","N/A","N/A"
"TGME49_243545","TGME49_243545.R1763","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_243550","TGME49_243550.R1764","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_243570","TGME49_243570-t26_1","GO:0005622;GO:1990904;GO:0005840","intracellular anatomical structure;ribonucleoprotein complex;ribosome","structural constituent of ribosome","GO:0003735","GO:0006412","translation"
"TGME49_243730","TGME49_243730.R1772","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_243790","TGME49_243790-t26_1","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_243930","TGME49_243930.R1774","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_243940","TGME49_243940.R1775","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_244030","TGME49_244030-t26_1","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_244040","TGME49_244040.R1779","GO:0070772","PAS complex","protein binding","GO:0005515","GO:0006661","phosphatidylinositol biosynthetic process"
"TGME49_244180","TGME49_244180.R1783","N/A","N/A","calcium ion binding","GO:0005509","N/A","N/A"
"TGME49_244260","TGME49_244260-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_244290","TGME49_244290-t26_1","GO:0030117","membrane coat","N/A","N/A","GO:0006886;GO:0016192","intracellular protein transport;vesicle-mediated transport"
"TGME49_244320","TGME49_244320.R1786","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_244380","TGME49_244380-t26_1","N/A","N/A","protein binding","GO:0005515","N/A","N/A"
"TGME49_244440","TGME49_244440-t26_1","GO:0016021;GO:0016020","integral component of membrane;membrane","nucleoside transmembrane transporter activity","GO:0005337","GO:1901642;GO:0006810","nucleoside transmembrane transport;transport"
"TGME49_244450","TGME49_244450-t26_1","N/A","N/A","catalytic activity;myosin phosphatase activity;phosphoprotein phosphatase activity;protein serine/threonine phosphatase activity","GO:0003824;GO:0017018;GO:0004721;GO:0004722","GO:0006470","protein dephosphorylation"
"TGME49_244470","TGME49_244470.R1790","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_244510","TGME49_244510.R1791","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_244530","TGME49_244530-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_244650","TGME49_244650.R1800","N/A","N/A","GTP binding;binding;protein binding;translation initiation factor activity","GO:0005525;GO:0005488;GO:0005515;GO:0003743","GO:0006413","translational initiation"
"TGME49_244920","TGME49_244920-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_244930","TGME49_244930-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_244940","TGME49_244940-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_244950","TGME49_244950-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_245432","TGME49_245432-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_245450","TGME49_245450.R1805","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_245460","TGME49_245460-t26_1","GO:1990904;GO:0005840","ribonucleoprotein complex;ribosome","structural constituent of ribosome","GO:0003735","GO:0006412","translation"
"TGME49_245490","TGME49_245490.R1807","GO:0016020","membrane","calcium ion binding","GO:0005509","N/A","N/A"
"TGME49_245590","TGME49_245590-t26_1","GO:0016021;GO:0016020","integral component of membrane;membrane","serine-type endopeptidase activity","GO:0004252","GO:0006508","proteolysis"
"TGME49_245600","TGME49_245600.R1812","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_245620","TGME49_245620.R1813","GO:0005622;GO:1990904;GO:0005840","intracellular anatomical structure;ribonucleoprotein complex;ribosome","protein binding;structural constituent of ribosome","GO:0005515;GO:0003735","GO:0006412","translation"
"TGME49_245640","TGME49_245640.R1814","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_245670","TGME49_245670-t26_1","GO:0043231","intracellular membrane-bounded organelle","catalytic activity;oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor;pyruvate dehydrogenase (acetyl-transferring) activity;thiamine pyrophosphate binding","GO:0003824;GO:0016624;GO:0004739;GO:0030976","GO:0006086;GO:0008152","acetyl-CoA biosynthetic process from pyruvate;metabolic process"
"TGME49_245680","TGME49_245680-t26_1","GO:0005622;GO:1990904;GO:0005840","intracellular anatomical structure;ribonucleoprotein complex;ribosome","structural constituent of ribosome","GO:0003735","GO:0006412","translation"
"TGME49_245710","TGME49_245710.R1816","N/A","N/A","histone-lysine N-methyltransferase activity;kinase activity;methyltransferase activity","GO:0018024;GO:0016301;GO:0008168","GO:0032259;GO:0016310","methylation;phosphorylation"
"TGME49_246000","TGME49_246000.R1818","GO:0005622;GO:0005739;GO:1990904;GO:0005840","intracellular anatomical structure;mitochondrion;ribonucleoprotein complex;ribosome","structural constituent of ribosome","GO:0003735","GO:0006412","translation"
"TGME49_246110","TGME49_246110-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_246190","TGME49_246190.R1828","N/A","N/A","protein binding","GO:0005515","N/A","N/A"
"TGME49_246475","TGME49_246475-t26_1","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGME49_246550","TGME49_246550-t26_1","N/A","N/A","aspartic-type endopeptidase activity","GO:0004190","GO:0006508","proteolysis"
"TGME49_246560","TGME49_246560.R1836","GO:0016471","vacuolar proton-transporting V-type ATPase complex","ATPase-coupled transmembrane transporter activity;proton-transporting ATPase activity, rotational mechanism","GO:0042626;GO:0046961","GO:1902600","proton transmembrane transport"
"TGME49_246650","TGME49_246650.R1838","N/A","N/A","palmitoyltransferase activity;zinc ion binding","GO:0016409;GO:0008270","N/A","N/A"
"TGME49_246660","TGME49_246660-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
